player1,player2,deckcode1,deckcode2,characters1,characters2,score1,score2,week_game,isDrop,isBye,isTie,isIncluded,isMirror,server,matchNum,week,game
Wa,Lizafan#1,EWDRxLEMG0DRyS8MEpHwWp0PCUDR9IEPGGERilcYFaFwlbYZC2HQlr8QC7Hx1DYdE0AA,HZBgyRcNFhHhWncOF5Bw6Y0OCKDh6i4OEuDg7pcQCTFxA5MQGVEwEL0RDAFQ3MUdDMAA,Clorinde\\Eremite Scorching Loremaster\\Sigewinne,Hu Tao\\Xilonen\\Yun Jin,0,1,1\\1,,,,TRUE,FALSE,EU,10,1,1
Vixennya,UwU,ABCh7rwOAOBB8b4PCRBx8jMPEyAw9r0TDLGQO8kVDbEQitEcGkERxKEcGrEwr+EaDvAA,AECQ2iIPEUBw9EUPBWDg9nwPFJGBaEgYGKERuoERGxFwab0WC5HRzDYdFUGA1MQTDGAA,Chongyun\\Mualani\\Xingqiu,Barbara\\Layla\\Lisa,1,0,1\\1,,,,TRUE,FALSE,EU,11,1,1
Floppa,Огурчик238,A5BhyUANABBB0UQNCKBg9IYPCUBx9jAPE2EBCDMQE4ExO1cTC7Hwir8YDKFA1MQdDEAA,G0AR9hkPAWFxaGMYFqExikgZFGGBlrccG7Fxy7gdG7GAacYWDJFhxVocDlFA3OQdD8AA,Chongyun\\Mirror Maiden\\Sayu,Hu Tao\\Lyney\\Sigewinne,1,0,1\\1,,,,TRUE,FALSE,EU,12,1,1
Cube.,smxrkx4,AVGy37MPGZHC6pAPHKFR65gQCkFx9aUQC1FC91gUFrJxPLcWDLJiizceFEJi1YYeGcEB,HBDQ8R0PHSBh8s8PHEDw9JcQCXFxB1cTFbFxO6EcGkEQxNscDrGQy+kaDvGgr+odD0AA,Golden Wolflord\\Mona\\Navia,Cyno\\Kachina\\Xilonen,0,1,1\\1,,,,TRUE,FALSE,EU,13,1,1
UwU,BYE,AECQ2iIPEUBw9EUPBWDg9nwPFJGBaEgYGKERuoERGxFwab0WC5HRzDYdFUGA1MQTDGAA,,Barbara\\Layla\\Lisa,,1,,1\\2,,TRUE,,,FALSE,EU,14,1,2
smxrkx4,Floppa,HBDQ8R0PHSBh8s8PHEDw9JcQCXFxB1cTFbFxO6EcGkEQxNscDrGQy+kaDvGgr+odD0AA,A5BhyUANABBB0UQNCKBg9IYPCUBx9jAPE2EBCDMQE4ExO1cTC7Hwir8YDKFA1MQdDEAA,Cyno\\Kachina\\Xilonen,Chongyun\\Mirror Maiden\\Sayu,1,0,1\\2,,,,TRUE,FALSE,EU,15,1,2
TTTttf :),Коробка,FaDhxBYMEUDxyWEMEpGhOCoVCaBx9DAPE0Ax9lcTGLEhO4IUC8HR1DYdE0Fh3NodHcAA,AWBRys4MFqCx2tAPHSAB9C4PEkDg9ZcPCWFxAzMQEzExO1cTFbFwDLQQC8HQEMYRDAAA,Abyss Herald: Wicked Torrents\\Azhdaha\\Dvalin,Emilie\\Wriothesley\\Yoimiya,1,0,1\\2,,,,TRUE,FALSE,EU,16,1,2
Vixennya,confession,ABCh7rwOAOBB8b4PCRBx8jMPEyAw9r0TDLGQO8kVDbEQitEcGkERxKEcGrEwr+EaDvAA,EbCR6YwOHJDR6o8OGKDx9M8PHEDw9pcTCbFxOzMcE0ExxFcdFUFw1MAdDMEA3NkLDWAA,Chongyun\\Mualani\\Xingqiu,Kachina\\Lyney\\Navia,0,1,1\\2,,,,TRUE,FALSE,EU,17,1,2
Wa,Раф,EWDRxLEMG0DRyS8MEpHwWp0PCUDR9IEPGGERilcYFaFwlbYZC2HQlr8QC7Hx1DYdE0AA,FUDhyUAMAJBA0YYNCBBg2pcPE0AB9DAPE2Ax9lcQFYFwCL8TC7HxO9oUHcGgisQYDKAA,Clorinde\\Eremite Scorching Loremaster\\Sigewinne,Abyss Herald: Wicked Torrents\\Chongyun\\Sayu,0,1,1\\2,,,,TRUE,FALSE,EU,18,1,2
2-4-8,Verian,AJDR6qQOAqDA72gOGvBx9FcPFUBw9sEPDJERujYbE6FgTcYcDMFgzMkdDUHg3OkdDsAA,GqBA6g0OAvDA72gPGkBw9J0PDFEQisEbE6FhujYWDJFgacYcDMGQzN4dDkGQ1OkdDsAA,Chiori\\Sangonomiya Kokomi\\Zhongli,Chiori\\Sangonomiya Kokomi\\Zhongli,0,1,1\\2,,,,TRUE,TRUE,EU,19,1,2
Ebrithil,KPPB,EZDxyV4NEWBh1ioTEoGgOJcPE0AB9DAQE4ExCFcTFbFwO78UHcGhitoYDKFA3MQdDMAA,AEGAhCUMF5EAlEQZBEFAWmEPBkAR9HkPF+CQ/p0YCaHRitkdHTGQ07MQC7Ew1LkdGEAA,Abyss Herald: Wicked Torrents\\Azhdaha\\Dvalin,All-Devouring Narwhal\\Jean\\Qiqi,1,0,1\\2,,,,TRUE,FALSE,EU,20,1,2
Kalomon2,Cube.,GpBAyQ0NAuDA6WgOGpBw6owOFaBx71cOGPAh9IIPDEEQaMEcE8FhzDYdDEFg1MYdDMAA,AVGy37MPGZHC6pAPHKFR65gQCkFx9aUQC1FC91gUFrJxPLcWDLJiizceFEJi1YYeGcEB,Chiori\\Sangonomiya Kokomi\\Zhongli,Golden Wolflord\\Mona\\Navia,0,1,1\\2,,,,TRUE,FALSE,EU,21,1,2
Rikka,Auria,HJDR6RkOGKDB6o8PGGHxB88QHHHwO5cTCbFxxFccFUFwr7YaC/Fg1MYdDEFg3NsdDsAA,FWDxxD8MAUDQ3lkOFjAh42IOCUDA5JwPCUDQ9J0PGGAh9oIRCxFA1L0dC0HR3DYdE8AA,Kachina\\Lyney\\Navia,Cyno\\Emperor of Fire and Iron\\Thoma,1,0,1\\2,,,,TRUE,FALSE,EU,22,1,2
StarDuck,Груша,GEHBWtYOGaBx6poPGUAR9JEPCWHRTIIUC8FhaK0YG6GRrrkcE1FxxTcdFkFh1JQdGcAA,FeAA4RAOAxBg4kwOFSBB9FcPFUBx9oIPGGAg/LUPC8FQW8YQDKFgC8kQDLGQ3NkdDcAA,Freminet\\Navia\\Xilonen,Kirara\\Mirror Maiden\\Nilou,0,1,1\\2,,,,TRUE,FALSE,EU,23,1,2
Achilles,Огурчик238,FREBN2wZAkAw15ENCaBw8ZwPGxBw9cYPDFBg/MkWDIGgaM0QDLHQC84WDJHgadEcDVAA,G0AR9hkPAWFxaGMYFqExikgZFGGBlrccG7Fxy7gdG7GAacYWDJFhxVocDlFA3OQdD8AA,Dori\\Furina\\Kirara,Hu Tao\\Lyney\\Sigewinne,0,1,1\\2,,,,TRUE,FALSE,EU,24,1,2
Unluck,cori,FaDhxBYMEUDxyWEMEpGhOCoTCYBx9DAPFUBx9lcTGLEhO4IUC8HQ1MEdDEER3NodHcAA,HpFh3BYQF0Gx9VIQBmER95gRCjJyBJQRGnIxPMcUDbJhDcsRDcKiEWgSFwJx1doeDkEB,Abyss Herald: Wicked Torrents\\Azhdaha\\Dvalin,Wriothesley\\Xilonen\\Yoimiya,0,1,1\\2,,,,TRUE,FALSE,EU,25,1,2
Agnozy,Lizafan#1,EWDQ/QITFrHAOz4ZEmFwlpwaCSHBojMQE7FAC70QC+HRD2cRFhFxr6EaD/FQ1PYdD0AA,HZBgyRcNFhHhWncOF5Bw6Y0OCKDh6i4OEuDg7pcQCTFxA5MQGVEwEL0RDAFQ3MUdDMAA,Diona\\Eremite Scorching Loremaster\\Furina,Hu Tao\\Xilonen\\Yun Jin,0,1,1\\2,,,,TRUE,FALSE,EU,26,1,2
Wa,BYE,EWDRxLEMG0DRyS8MEpHwWp0PCUDR9IEPGGERilcYFaFwlbYZC2HQlr8QC7Hx1DYdE0AA,,Clorinde\\Eremite Scorching Loremaster\\Sigewinne,,1,,1\\3,TRUE,TRUE,,,FALSE,EU,27,1,3
confession,Ebrithil,EbCR6YwOHJDR6o8OGKDx9M8PHEDw9pcTCbFxOzMcE0ExxFcdFUFw1MAdDMEA3NkLDWAA,EZDxyV4NEWBh1ioTEoGgOJcPE0AB9DAQE4ExCFcTFbFwO78UHcGhitoYDKFA3MQdDMAA,Kachina\\Lyney\\Navia,Abyss Herald: Wicked Torrents\\Azhdaha\\Dvalin,1,0,1\\3,,,,TRUE,FALSE,EU,28,1,3
Vixennya,Auria,ABCh7rwOAOBB8b4PCRBx8jMPEyAw9r0TDLGQO8kVDbEQitEcGkERxKEcGrEwr+EaDvAA,FWDxxD8MAUDQ3lkOFjAh42IOCUDA5JwPCUDQ9J0PGGAh9oIRCxFA1L0dC0HR3DYdE8AA,Chongyun\\Mualani\\Xingqiu,Cyno\\Emperor of Fire and Iron\\Thoma,0,1,1\\3,TRUE,,,,FALSE,EU,29,1,3
UwU,Agnozy,AECQ2iIPEUBw9EUPBWDg9nwPFJGBaEgYGKERuoERGxFwab0WC5HRzDYdFUGA1MQTDGAA,EWDQ/QITFrHAOz4ZEmFwlpwaCSHBojMQE7FAC70QC+HRD2cRFhFxr6EaD/FQ1PYdD0AA,Barbara\\Layla\\Lisa,Diona\\Eremite Scorching Loremaster\\Furina,0,1,1\\3,,,,TRUE,FALSE,EU,30,1,3
Коробка,StarDuck,AWBRys4MFqCx2tAPHSAB9C4PEkDg9ZcPCWFxAzMQEzExO1cTFbFwDLQQC8HQEMYRDAAA,GEHBWtYOGaBx6poPGUAR9JEPCWHRTIIUC8FhaK0YG6GRrrkcE1FxxTcdFkFh1JQdGcAA,Emilie\\Wriothesley\\Yoimiya,Freminet\\Navia\\Xilonen,0,1,1\\3,,,,TRUE,FALSE,EU,31,1,3
Cube.,Раф,AVGy37MPGZHC6pAPHKFR65gQCkFx9aUQC1FC91gUFrJxPLcWDLJiizceFEJi1YYeGcEB,FUDhyUAMAJBA0YYNCBBg2pcPE0AB9DAPE2Ax9lcQFYFwCL8TC7HxO9oUHcGgisQYDKAA,Golden Wolflord\\Mona\\Navia,Abyss Herald: Wicked Torrents\\Chongyun\\Sayu,1,0,1\\3,,,,TRUE,FALSE,EU,32,1,3
Rikka,Verian,HJDR6RkOGKDB6o8PGGHxB88QHHHwO5cTCbFxxFccFUFwr7YaC/Fg1MYdDEFg3NsdDsAA,GqBA6g0OAvDA72gPGkBw9J0PDFEQisEbE6FhujYWDJFgacYcDMGQzN4dDkGQ1OkdDsAA,Kachina\\Lyney\\Navia,Chiori\\Sangonomiya Kokomi\\Zhongli,1,0,1\\3,,,,TRUE,FALSE,EU,33,1,3
Unluck,Achilles,FaDhxBYMEUDxyWEMEpGhOCoTCYBx9DAPFUBx9lcTGLEhO4IUC8HQ1MEdDEER3NodHcAA,FREBN2wZAkAw15ENCaBw8ZwPGxBw9cYPDFBg/MkWDIGgaM0QDLHQC84WDJHgadEcDVAA,Abyss Herald: Wicked Torrents\\Azhdaha\\Dvalin,Dori\\Furina\\Kirara,1,0,1\\3,,,,TRUE,FALSE,EU,34,1,3
Floppa,TTTttf :),A5BhyUANABBB0UQNCKBg9IYPCUBx9jAPE2EBCDMQE4ExO1cTC7Hwir8YDKFA1MQdDEAA,FaDhxBYMEUDxyWEMEpGhOCoVCaBx9DAPE0Ax9lcTGLEhO4IUC8HR1DYdE0Fh3NodHcAA,Chongyun\\Mirror Maiden\\Sayu,Abyss Herald: Wicked Torrents\\Azhdaha\\Dvalin,1,0,1\\3,,,,TRUE,FALSE,EU,35,1,3
KPPB,Груша,AEGAhCUMF5EAlEQZBEFAWmEPBkAR9HkPF+CQ/p0YCaHRitkdHTGQ07MQC7Ew1LkdGEAA,FeAA4RAOAxBg4kwOFSBB9FcPFUBx9oIPGGAg/LUPC8FQW8YQDKFgC8kQDLGQ3NkdDcAA,All-Devouring Narwhal\\Jean\\Qiqi,Kirara\\Mirror Maiden\\Nilou,0,1,1\\3,,,,TRUE,FALSE,EU,36,1,3
Kalomon2,cori,GpBAyQ0NAuDA6WgOGpBw6owOFaBx71cOGPAh9IIPDEEQaMEcE8FhzDYdDEFg1MYdDMAA,HpFh3BYQF0Gx9VIQBmER95gRCjJyBJQRGnIxPMcUDbJhDcsRDcKiEWgSFwJx1doeDkEB,Chiori\\Sangonomiya Kokomi\\Zhongli,Wriothesley\\Xilonen\\Yoimiya,0,1,1\\3,,,,TRUE,FALSE,EU,37,1,3
Огурчик238,2-4-8,G0AR9hkPAWFxaGMYFqExikgZFGGBlrccG7Fxy7gdG7GAacYWDJFhxVocDlFA3OQdD8AA,AJDR6qQOAqDA72gOGvBx9FcPFUBw9sEPDJERujYbE6FgTcYcDMFgzMkdDUHg3OkdDsAA,Hu Tao\\Lyney\\Sigewinne,Chiori\\Sangonomiya Kokomi\\Zhongli,0,1,1\\3,,,,TRUE,FALSE,EU,38,1,3
Lizafan#1,smxrkx4,HZBgyRcNFhHhWncOF5Bw6Y0OCKDh6i4OEuDg7pcQCTFxA5MQGVEwEL0RDAFQ3MUdDMAA,HBDQ8R0PHSBh8s8PHEDw9JcQCXFxB1cTFbFxO6EcGkEQxNscDrGQy+kaDvGgr+odD0AA,Hu Tao\\Xilonen\\Yun Jin,Cyno\\Kachina\\Xilonen,1,0,1\\3,,,,TRUE,FALSE,EU,39,1,3
Коробка,BYE,AWBRys4MFqCx2tAPHSAB9C4PEkDg9ZcPCWFxAzMQEzExO1cTFbFwDLQQC8HQEMYRDAAA,,Emilie\\Wriothesley\\Yoimiya,,1,,1\\4,,TRUE,,,FALSE,EU,40,1,4
TTTttf :),Огурчик238,FaDhxBYMEUDxyWEMEpGhOCoVCaBx9DAPE0Ax9lcTGLEhO4IUC8HR1DYdE0Fh3NodHcAA,G0AR9hkPAWFxaGMYFqExikgZFGGBlrccG7Fxy7gdG7GAacYWDJFhxVocDlFA3OQdD8AA,Abyss Herald: Wicked Torrents\\Azhdaha\\Dvalin,Hu Tao\\Lyney\\Sigewinne,1,0,1\\4,,,,TRUE,FALSE,EU,41,1,4
Груша,Floppa,FeAA4RAOAxBg4kwOFSBB9FcPFUBx9oIPGGAg/LUPC8FQW8YQDKFgC8kQDLGQ3NkdDcAA,A5BhyUANABBB0UQNCKBg9IYPCUBx9jAPE2EBCDMQE4ExO1cTC7Hwir8YDKFA1MQdDEAA,Kirara\\Mirror Maiden\\Nilou,Chongyun\\Mirror Maiden\\Sayu,0,1,1\\4,,,,TRUE,FALSE,EU,42,1,4
Wa,Unluck,EWDRxLEMG0DRyS8MEpHwWp0PCUDR9IEPGGERilcYFaFwlbYZC2HQlr8QC7Hx1DYdE0AA,FaDhxBYMEUDxyWEMEpGhOCoTCYBx9DAPFUBx9lcTGLEhO4IUC8HQ1MEdDEER3NodHcAA,Clorinde\\Eremite Scorching Loremaster\\Sigewinne,Abyss Herald: Wicked Torrents\\Azhdaha\\Dvalin,1,0,1\\4,,,,TRUE,FALSE,EU,43,1,4
2-4-8,Kalomon2,AJDR6qQOAqDA72gOGvBx9FcPFUBw9sEPDJERujYbE6FgTcYcDMFgzMkdDUHg3OkdDsAA,GpBAyQ0NAuDA6WgOGpBw6owOFaBx71cOGPAh9IIPDEEQaMEcE8FhzDYdDEFg1MYdDMAA,Chiori\\Sangonomiya Kokomi\\Zhongli,Chiori\\Sangonomiya Kokomi\\Zhongli,1,0,1\\4,,,,TRUE,TRUE,EU,44,1,4
Раф,Achilles,FUDhyUAMAJBA0YYNCBBg2pcPE0AB9DAPE2Ax9lcQFYFwCL8TC7HxO9oUHcGgisQYDKAA,FREBN2wZAkAw15ENCaBw8ZwPGxBw9cYPDFBg/MkWDIGgaM0QDLHQC84WDJHgadEcDVAA,Abyss Herald: Wicked Torrents\\Chongyun\\Sayu,Dori\\Furina\\Kirara,1,0,1\\4,,,,TRUE,FALSE,EU,45,1,4
Rikka,Lizafan#1,HJDR6RkOGKDB6o8PGGHxB88QHHHwO5cTCbFxxFccFUFwr7YaC/Fg1MYdDEFg3NsdDsAA,HZBgyRcNFhHhWncOF5Bw6Y0OCKDh6i4OEuDg7pcQCTFxA5MQGVEwEL0RDAFQ3MUdDMAA,Kachina\\Lyney\\Navia,Hu Tao\\Xilonen\\Yun Jin,0,1,1\\4,,,,TRUE,FALSE,EU,46,1,4
Ebrithil,Verian,EZDxyV4NEWBh1ioTEoGgOJcPE0AB9DAQE4ExCFcTFbFwO78UHcGhitoYDKFA3MQdDMAA,GqBA6g0OAvDA72gPGkBw9J0PDFEQisEbE6FhujYWDJFgacYcDMGQzN4dDkGQ1OkdDsAA,Abyss Herald: Wicked Torrents\\Azhdaha\\Dvalin,Chiori\\Sangonomiya Kokomi\\Zhongli,1,0,1\\4,,,,TRUE,FALSE,EU,47,1,4
smxrkx4,Auria,HBDQ8R0PHSBh8s8PHEDw9JcQCXFxB1cTFbFxO6EcGkEQxNscDrGQy+kaDvGgr+odD0AA,FWDxxD8MAUDQ3lkOFjAh42IOCUDA5JwPCUDQ9J0PGGAh9oIRCxFA1L0dC0HR3DYdE8AA,Cyno\\Kachina\\Xilonen,Cyno\\Emperor of Fire and Iron\\Thoma,0,1,1\\4,,,,TRUE,FALSE,EU,48,1,4
StarDuck,KPPB,GEHBWtYOGaBx6poPGUAR9JEPCWHRTIIUC8FhaK0YG6GRrrkcE1FxxTcdFkFh1JQdGcAA,AEGAhCUMF5EAlEQZBEFAWmEPBkAR9HkPF+CQ/p0YCaHRitkdHTGQ07MQC7Ew1LkdGEAA,Freminet\\Navia\\Xilonen,All-Devouring Narwhal\\Jean\\Qiqi,0,1,1\\4,,,,TRUE,FALSE,EU,49,1,4
confession,Agnozy,EbCR6YwOHJDR6o8OGKDx9M8PHEDw9pcTCbFxOzMcE0ExxFcdFUFw1MAdDMEA3NkLDWAA,EWDQ/QITFrHAOz4ZEmFwlpwaCSHBojMQE7FAC70QC+HRD2cRFhFxr6EaD/FQ1PYdD0AA,Kachina\\Lyney\\Navia,Diona\\Eremite Scorching Loremaster\\Furina,1,0,1\\4,,,,TRUE,FALSE,EU,50,1,4
cori,Cube.,HpFh3BYQF0Gx9VIQBmER95gRCjJyBJQRGnIxPMcUDbJhDcsRDcKiEWgSFwJx1doeDkEB,AVGy37MPGZHC6pAPHKFR65gQCkFx9aUQC1FC91gUFrJxPLcWDLJiizceFEJi1YYeGcEB,Wriothesley\\Xilonen\\Yoimiya,Golden Wolflord\\Mona\\Navia,1,0,1\\4,,,,TRUE,FALSE,EU,51,1,4
Cube.,Verian,AVGy37MPGZHC6pAPHKFR65gQCkFx9aUQC1FC91gUFrJxPLcWDLJiizceFEJi1YYeGcEB,GqBA6g0OAvDA72gPGkBw9J0PDFEQisEbE6FhujYWDJFgacYcDMGQzN4dDkGQ1OkdDsAA,Golden Wolflord\\Mona\\Navia,Chiori\\Sangonomiya Kokomi\\Zhongli,0,1,1\\5,,,,TRUE,FALSE,EU,52,1,5
Rikka,cori,HJDR6RkOGKDB6o8PGGHxB88QHHHwO5cTCbFxxFccFUFwr7YaC/Fg1MYdDEFg3NsdDsAA,HpFh3BYQF0Gx9VIQBmER95gRCjJyBJQRGnIxPMcUDbJhDcsRDcKiEWgSFwJx1doeDkEB,Kachina\\Lyney\\Navia,Wriothesley\\Xilonen\\Yoimiya,1,0,1\\5,,,,TRUE,FALSE,EU,53,1,5
Коробка,Unluck,AWBRys4MFqCx2tAPHSAB9C4PEkDg9ZcPCWFxAzMQEzExO1cTFbFwDLQQC8HQEMYRDAAA,FaDhxBYMEUDxyWEMEpGhOCoTCYBx9DAPFUBx9lcTGLEhO4IUC8HQ1MEdDEER3NodHcAA,Emilie\\Wriothesley\\Yoimiya,Abyss Herald: Wicked Torrents\\Azhdaha\\Dvalin,0,1,1\\5,,,,TRUE,FALSE,EU,54,1,5
Wa,Груша,EWDRxLEMG0DRyS8MEpHwWp0PCUDR9IEPGGERilcYFaFwlbYZC2HQlr8QC7Hx1DYdE0AA,FeAA4RAOAxBg4kwOFSBB9FcPFUBx9oIPGGAg/LUPC8FQW8YQDKFgC8kQDLGQ3NkdDcAA,Clorinde\\Eremite Scorching Loremaster\\Sigewinne,Kirara\\Mirror Maiden\\Nilou,0,1,1\\5,,,,TRUE,FALSE,EU,55,1,5
Auria,2-4-8,FWDxxD8MAUDQ3lkOFjAh42IOCUDA5JwPCUDQ9J0PGGAh9oIRCxFA1L0dC0HR3DYdE8AA,AJDR6qQOAqDA72gOGvBx9FcPFUBw9sEPDJERujYbE6FgTcYcDMFgzMkdDUHg3OkdDsAA,Cyno\\Emperor of Fire and Iron\\Thoma,Chiori\\Sangonomiya Kokomi\\Zhongli,1,0,1\\5,,,,TRUE,FALSE,EU,56,1,5
smxrkx4,Раф,HBDQ8R0PHSBh8s8PHEDw9JcQCXFxB1cTFbFxO6EcGkEQxNscDrGQy+kaDvGgr+odD0AA,FUDhyUAMAJBA0YYNCBBg2pcPE0AB9DAPE2Ax9lcQFYFwCL8TC7HxO9oUHcGgisQYDKAA,Cyno\\Kachina\\Xilonen,Abyss Herald: Wicked Torrents\\Chongyun\\Sayu,0,1,1\\5,,,,TRUE,FALSE,EU,57,1,5
KPPB,Achilles,AEGAhCUMF5EAlEQZBEFAWmEPBkAR9HkPF+CQ/p0YCaHRitkdHTGQ07MQC7Ew1LkdGEAA,FREBN2wZAkAw15ENCaBw8ZwPGxBw9cYPDFBg/MkWDIGgaM0QDLHQC84WDJHgadEcDVAA,All-Devouring Narwhal\\Jean\\Qiqi,Dori\\Furina\\Kirara,1,0,1\\5,,,,TRUE,FALSE,EU,58,1,5
confession,Lizafan#1,EbCR6YwOHJDR6o8OGKDx9M8PHEDw9pcTCbFxOzMcE0ExxFcdFUFw1MAdDMEA3NkLDWAA,HZBgyRcNFhHhWncOF5Bw6Y0OCKDh6i4OEuDg7pcQCTFxA5MQGVEwEL0RDAFQ3MUdDMAA,Kachina\\Lyney\\Navia,Hu Tao\\Xilonen\\Yun Jin,0,1,1\\5,,,,TRUE,FALSE,EU,59,1,5
Floppa,Ebrithil,A5BhyUANABBB0UQNCKBg9IYPCUBx9jAPE2EBCDMQE4ExO1cTC7Hwir8YDKFA1MQdDEAA,EZDxyV4NEWBh1ioTEoGgOJcPE0AB9DAQE4ExCFcTFbFwO78UHcGhitoYDKFA3MQdDMAA,Chongyun\\Mirror Maiden\\Sayu,Abyss Herald: Wicked Torrents\\Azhdaha\\Dvalin,1,0,1\\5,,,,TRUE,FALSE,EU,60,1,5
TTTttf :),Agnozy,FaDhxBYMEUDxyWEMEpGhOCoVCaBx9DAPE0Ax9lcTGLEhO4IUC8HR1DYdE0Fh3NodHcAA,EWDQ/QITFrHAOz4ZEmFwlpwaCSHBojMQE7FAC70QC+HRD2cRFhFxr6EaD/FQ1PYdD0AA,Abyss Herald: Wicked Torrents\\Azhdaha\\Dvalin,Diona\\Eremite Scorching Loremaster\\Furina,1,0,1\\5,,,,TRUE,FALSE,EU,61,1,5
StarDuck,Огурчик238,GEHBWtYOGaBx6poPGUAR9JEPCWHRTIIUC8FhaK0YG6GRrrkcE1FxxTcdFkFh1JQdGcAA,G0AR9hkPAWFxaGMYFqExikgZFGGBlrccG7Fxy7gdG7GAacYWDJFhxVocDlFA3OQdD8AA,Freminet\\Navia\\Xilonen,Hu Tao\\Lyney\\Sigewinne,1,0,1\\5,,,,TRUE,FALSE,EU,62,1,5
科巴尔,BYE,EeCR43EOGDCx5CIOF0Ch9HoPCEAw9ZcPCWBx9jMTE7ExO1cYFaFwirQQDbGQC9kRDTAA,,Chevreuse\\Consecrated Scorpion\\Lyney,,1,,2\\1,,TRUE,,,FALSE,EU,63,2,1
Achilles,2-4-8,ABGBN1wTAnDA2kQPCRAQ8ZwPCVHBaLcWC4HRCzYQE7FgDcYQDNFgac0WDJHQxdEcDVAA,HRFgoQEaAhGwWoYOCJBg6ZcOCaDQ6p0PHZGRO9kaCyHwEr8aDPFgr8YdDEGQ3NEdDcAA,Kuki Shinobu\\Qiqi\\Zhongli,Ganyu\\Noelle\\Xilonen,0,1,2\\1,,,,TRUE,FALSE,EU,64,2,1
Kalomon2,Floppa,FBAhwW4MAlDBxXcMCJDQyY4aEjDh6S4OCZBw7pcOGOEhA4IQGTExPJMTC8HQEL0RDAAA,AGCg1gQNAZCw2ZcTE4EBODAVE6AR9JMPGUEwCMQQDIFAO8oTDLGgTNEUDcEREEkRDQAA,Millennial Pearl Seahorse\\Yun Jin\\Zhongli,Chongyun\\Razor\\Xingqiu,1,0,2\\1,,,,TRUE,FALSE,EU,65,2,1
Ebrithil,Груша,FZDg6SwOGqBA6mgPGkBw9I4PFVFxilcYGKEgurQbDKEQzMEcE8Fh1DYdDEFg3N4dDsAA,HZBQ3hIOAVCg5U4OHWBw5pcPCRBx8TMPEyAw9LUPC0BQ9r0PDGGQW80QDLHQC9kTDeAA,Abyss Herald: Wicked Torrents\\Chiori\\Zhongli,Fischl\\Sethos\\Xiangling,1,0,2\\1,,,,TRUE,FALSE,EU,66,2,1
Binzu,Rikka,EZCA2QUNG7DR9L8PFEBw9pcQEzERCDEQE4ExOzMTFbFxllcQGbExDJMQDMFgEMYRDQAA,EZDRybENG3HRWi8PEkDw9J0PCWHRioEZGGEQorYQC7FgC70RCwHw1L8dDEFg3MYdDMAA,Clorinde\\Kamisato Ayaka\\Yelan,Clorinde\\Eremite Scorching Loremaster\\Sigewinne,0,1,2\\1,,,,TRUE,FALSE,EU,67,2,1
Lizafan#1,StarDuck,AvAQ1BANFEEROjMVE6Ax8VcPFRBx8pMPGSAw87QPCzBA9rUPC2FQO70TC7HQ1M8dDEAA,HaBRypgNHRBh0dcVHaBx9dgPCWBw9pcPFZFxO5MaCyFgC7YQDLFgEMYRDAGQ1MkdDEAA,Cryo Hypostasis\\Nilou\\Yae Miko,Sethos\\Xianyun\\Xilonen,1,0,2\\1,,,,TRUE,FALSE,EU,68,2,1
Shin,confession,AJDR6qQOAqDA72gOGvBw9J0PCUHQisEbDKERujYUE9FgzMYcDMFg1MkdDUHg3OkdDsAA,EZBQ6iwOGqBA9GgPGkBw9Y4PFWFxilcYDKEQusEbE6FhzDYcDMFg1MYdDUHg3OkdDsAA,Chiori\\Sangonomiya Kokomi\\Zhongli,Chiori\\La Signora\\Zhongli,1,0,2\\1,,,,TRUE,FALSE,EU,69,2,1
Cube.,Yuki,AVGy37MPGZHC6pAPHKFR65gQCkFx9aUQC1FC91gUFrJxPLcaDFLS1TceFEJi3YYeGcEB,HUBgxBUMFmCxxnQNBRAQ3lEPCCAA9IAPCUFwA5cTGLEhDIIQGcExEJMRCwHQ3MMdDMAA,Golden Wolflord\\Mona\\Navia,Wriothesley\\Xilonen\\Yoimiya,1,0,2\\1,,,,TRUE,FALSE,EU,70,2,1
TTTttf :),cori,G0EQWgEOGQBx4JoPGUAR9JEPCWHQTJ0UGsHRW60WG4GRirkYE6FxrjccFlFh1JQdGUAA,HZBgyRcNFhHhWncOF5Bw6Y0OCKDh6i4OEuDg7pcQCTFxA5MQGVEwEL0RDAFQ3MUdDMAA,Freminet\\Ganyu\\Sigewinne,Hu Tao\\Xilonen\\Yun Jin,0,1,2\\1,,,,TRUE,FALSE,EU,71,2,1
Огурчик238,Unluck,HZBg2xwOFFAg5VgPCUAA9JcPCWFxBTMTE7ExO1cYFaFwisEdDLER27kdG0GQ3NkdDcAA,GJDB6RkOHKDR6o8PGCDx8s8PHEDw9JcPCWFxBzMQE3ExO1cTFbFwxLYcC0Fg1NsdDkAA,Keqing\\Millennial Pearl Seahorse\\Xilonen,Kachina\\Lyney\\Navia,0,1,2\\1,,,,TRUE,FALSE,EU,72,2,1
Binzu,BYE,EZCA2QUNG7DR9L8PFEBw9pcQEzERCDEQE4ExOzMTFbFxllcQGbExDJMQDMFgEMYRDQAA,,Clorinde\\Kamisato Ayaka\\Yelan,,1,,2\\2,,TRUE,,,FALSE,EU,73,2,2
